"features","Compartment","Channel","Measure"
"Cells_Texture_Contrast_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_Contrast_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Contrast_DNA_10_00_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_10_01_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_10_02_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_10_03_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_20_00_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_20_01_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_20_02_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_20_03_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_5_00_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_5_01_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_5_02_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_DNA_5_03_256","Cells","DNA","Texture"
"Cells_Texture_Contrast_Mito_10_00_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_10_01_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_10_02_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_10_03_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_20_00_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_20_01_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_20_02_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_20_03_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_5_00_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_5_01_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_5_02_256","Cells","Mito","Texture"
"Cells_Texture_Contrast_Mito_5_03_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_AGP_10_00_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_10_01_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_10_02_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_10_03_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_20_00_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_Correlation_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Correlation_DNA_10_00_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_10_01_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_10_02_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_10_03_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_20_00_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_20_01_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_20_02_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_20_03_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_5_00_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_5_01_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_5_02_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_DNA_5_03_256","Cells","DNA","Texture"
"Cells_Texture_Correlation_Mito_10_00_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_10_01_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_10_02_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_10_03_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_20_00_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_20_01_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_20_02_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_20_03_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_5_00_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_5_01_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_5_02_256","Cells","Mito","Texture"
"Cells_Texture_Correlation_Mito_5_03_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_AGP_10_00_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_10_01_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_10_02_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_10_03_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_20_00_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_10_00_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_10_01_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_10_02_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_10_03_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_20_00_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_20_01_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_20_02_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_20_03_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_5_00_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_5_01_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_5_02_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_DNA_5_03_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceEntropy_Mito_10_00_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_10_01_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_10_02_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_10_03_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_20_00_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_20_01_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_20_02_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_20_03_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_5_00_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_5_01_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_5_02_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceEntropy_Mito_5_03_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_AGP_10_00_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_10_01_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_10_02_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_10_03_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_20_00_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_10_00_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_10_01_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_10_02_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_10_03_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_20_00_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_20_01_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_20_02_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_20_03_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_5_00_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_5_01_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_5_02_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_DNA_5_03_256","Cells","DNA","Texture"
"Cells_Texture_DifferenceVariance_Mito_10_00_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_10_01_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_10_02_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_10_03_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_20_00_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_20_01_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_20_02_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_20_03_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_5_00_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_5_01_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_5_02_256","Cells","Mito","Texture"
"Cells_Texture_DifferenceVariance_Mito_5_03_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_AGP_10_00_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_10_01_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_10_02_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_10_03_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_20_00_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_Entropy_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_Entropy_DNA_10_00_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_10_01_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_10_02_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_10_03_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_20_00_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_20_01_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_20_02_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_20_03_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_5_00_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_5_01_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_5_02_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_DNA_5_03_256","Cells","DNA","Texture"
"Cells_Texture_Entropy_Mito_10_00_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_10_01_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_10_02_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_10_03_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_20_00_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_20_01_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_20_02_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_20_03_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_5_00_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_5_01_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_5_02_256","Cells","Mito","Texture"
"Cells_Texture_Entropy_Mito_5_03_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_AGP_10_00_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_10_01_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_10_02_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_10_03_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_20_00_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas1_DNA_10_00_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_10_01_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_10_02_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_10_03_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_20_00_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_20_01_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_20_02_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_20_03_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_5_00_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_5_01_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_5_02_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_DNA_5_03_256","Cells","DNA","Texture"
"Cells_Texture_InfoMeas1_Mito_10_00_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_10_01_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_10_02_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_10_03_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_20_00_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_20_01_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_20_02_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_20_03_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_5_00_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_5_01_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_5_02_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas1_Mito_5_03_256","Cells","Mito","Texture"
"Cells_Texture_InfoMeas2_AGP_10_00_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_10_01_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_10_02_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_10_03_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_20_00_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_20_01_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_20_02_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_20_03_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_5_00_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_5_01_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_5_02_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_AGP_5_03_256","Cells","AGP","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_10_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_10_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_10_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_10_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_20_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_20_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_20_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_20_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_5_00_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_5_01_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_5_02_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_BODIPYRNA_5_03_256","Cells","BODIPYRNA","Texture"
"Cells_Texture_InfoMeas2_DNA_10_00_256","Cells","DNA","Texture"
