"features","Compartment","Channel","Measure"
"Nuclei_AreaShape_ConvexArea","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Eccentricity","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_EquivalentDiameter","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_EulerNumber","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Extent","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_FormFactor","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MajorAxisLength","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MaxFeretDiameter","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MaximumRadius","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MeanRadius","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MedianRadius","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MinFeretDiameter","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_MinorAxisLength","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Orientation","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Perimeter","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Solidity","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_0_0","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_1_1","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_2_0","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_2_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_3_1","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_3_3","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_4_0","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_4_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_4_4","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_5_1","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_5_3","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_5_5","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_6_0","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_6_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_6_4","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_6_6","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_7_1","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_7_3","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_7_5","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_7_7","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_8_0","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_8_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_8_4","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_8_6","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_8_8","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_9_1","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_9_3","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_9_5","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_9_7","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_AreaShape_Zernike_9_9","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Children_Cells_Count","Cells","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Children_Cytoplasm_Count","Cytoplasm","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Correlation_Correlation_AGP_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Correlation_AGP_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Correlation_AGP_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Correlation_BODIPYRNA_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Correlation_BODIPYRNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Correlation_DNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_AGP_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_AGP_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_AGP_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_BODIPYRNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_BODIPYRNA_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_BODIPYRNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_DNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_DNA_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_DNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_Mito_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_Mito_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Costes_Mito_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_AGP_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_AGP_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_AGP_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_BODIPYRNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_BODIPYRNA_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_BODIPYRNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_DNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_DNA_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_DNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_Mito_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_Mito_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_K_Mito_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_AGP_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_AGP_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_AGP_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_BODIPYRNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_BODIPYRNA_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_BODIPYRNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_DNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_DNA_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_DNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_Mito_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_Mito_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Manders_Mito_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Overlap_AGP_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Overlap_AGP_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Overlap_AGP_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Overlap_BODIPYRNA_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Overlap_BODIPYRNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_Overlap_DNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_AGP_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_AGP_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_AGP_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_BODIPYRNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_BODIPYRNA_DNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_BODIPYRNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_DNA_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_DNA_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_DNA_Mito","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_Mito_AGP","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_Mito_BODIPYRNA","Nuclei","Combination","Correlation"
"Nuclei_Correlation_RWC_Mito_DNA","Nuclei","Combination","Correlation"
"Nuclei_Granularity_10_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_10_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_10_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_10_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_11_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_11_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_11_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_11_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_12_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_12_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_12_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_12_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_13_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_13_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_13_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_13_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_14_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_14_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_14_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_14_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_15_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_15_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_15_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_15_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_16_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_16_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_16_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_16_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_1_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_1_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_1_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_1_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_2_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_2_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_2_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_2_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_3_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_3_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_3_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_3_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_4_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_4_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_4_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_4_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_5_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_5_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_5_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_5_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_6_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_6_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_6_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_6_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_7_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_7_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_7_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_7_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_8_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_8_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_8_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_8_Mito","Nuclei","Mito","Granularity"
"Nuclei_Granularity_9_AGP","Nuclei","AGP","Granularity"
"Nuclei_Granularity_9_BODIPYRNA","Nuclei","BODIPYRNA","Granularity"
"Nuclei_Granularity_9_DNA","Nuclei","DNA","Granularity"
"Nuclei_Granularity_9_Mito","Nuclei","Mito","Granularity"
"Nuclei_Intensity_IntegratedIntensityEdge_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_IntegratedIntensityEdge_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_IntegratedIntensityEdge_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_IntegratedIntensityEdge_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_IntegratedIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_IntegratedIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_IntegratedIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_IntegratedIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_LowerQuartileIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_LowerQuartileIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_LowerQuartileIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MADIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MADIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MADIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MADIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MassDisplacement_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MassDisplacement_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MassDisplacement_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MassDisplacement_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MaxIntensityEdge_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MaxIntensityEdge_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MaxIntensityEdge_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MaxIntensityEdge_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MaxIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MaxIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MaxIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MaxIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MeanIntensityEdge_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MeanIntensityEdge_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MeanIntensityEdge_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MeanIntensityEdge_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MeanIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MeanIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MeanIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MeanIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MedianIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MedianIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MedianIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MedianIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MinIntensityEdge_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MinIntensityEdge_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MinIntensityEdge_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MinIntensityEdge_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_MinIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_MinIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_MinIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_MinIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_StdIntensityEdge_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_StdIntensityEdge_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_StdIntensityEdge_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_StdIntensityEdge_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_StdIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_StdIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_StdIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_StdIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Intensity_UpperQuartileIntensity_AGP","Nuclei","AGP","Intensity"
"Nuclei_Intensity_UpperQuartileIntensity_BODIPYRNA","Nuclei","BODIPYRNA","Intensity"
"Nuclei_Intensity_UpperQuartileIntensity_DNA","Nuclei","DNA","Intensity"
"Nuclei_Intensity_UpperQuartileIntensity_Mito","Nuclei","Mito","Intensity"
"Nuclei_Location_CenterMassIntensity_X_AGP","Nuclei","AGP","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_X_BODIPYRNA","Nuclei","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_X_DNA","Nuclei","DNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_X_Mito","Nuclei","Mito","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Y_AGP","Nuclei","AGP","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Y_BODIPYRNA","Nuclei","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Y_DNA","Nuclei","DNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Y_Mito","Nuclei","Mito","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Z_AGP","Nuclei","AGP","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Z_BODIPYRNA","Nuclei","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Z_DNA","Nuclei","DNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_CenterMassIntensity_Z_Mito","Nuclei","Mito","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_Center_X","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_Center_Y","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_Center_Z","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_X_AGP","Nuclei","AGP","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_X_BODIPYRNA","Nuclei","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_X_DNA","Nuclei","DNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_X_Mito","Nuclei","Mito","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Y_AGP","Nuclei","AGP","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Y_BODIPYRNA","Nuclei","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Y_DNA","Nuclei","DNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Y_Mito","Nuclei","Mito","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Z_AGP","Nuclei","AGP","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Z_BODIPYRNA","Nuclei","BODIPYRNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Z_DNA","Nuclei","DNA","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Location_MaxIntensity_Z_Mito","Nuclei","Mito","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_AngleBetweenNeighbors_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_FirstClosestDistance_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_FirstClosestObjectNumber_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_NumberOfNeighbors_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_PercentTouching_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_SecondClosestDistance_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Neighbors_SecondClosestObjectNumber_2","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_Number_Object_Number","Nuclei","Compartment","Location/Shape/Size/
Neighbor/Count"
"Nuclei_RadialDistribution_FracAtD_AGP_1of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_AGP_2of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_AGP_3of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_AGP_4of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_BODIPYRNA_1of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_BODIPYRNA_2of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_BODIPYRNA_3of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_BODIPYRNA_4of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_DNA_1of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_DNA_2of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_DNA_3of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_DNA_4of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_Mito_1of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_Mito_2of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_Mito_3of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_FracAtD_Mito_4of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_AGP_1of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_AGP_2of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_AGP_3of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_AGP_4of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_1of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_2of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_3of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_4of4","Nuclei","BODIPYRNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_DNA_1of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_DNA_2of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_DNA_3of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_DNA_4of4","Nuclei","DNA","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_Mito_1of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_Mito_2of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_Mito_3of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_MeanFrac_Mito_4of4","Nuclei","Mito","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_AGP_1of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_AGP_2of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_AGP_3of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_AGP_4of4","Nuclei","AGP","RadialDistribution"
"Nuclei_RadialDistribution_RadialCV_BODIPYRNA_1of4","Nuclei","BODIPYRNA","RadialDistribution"
